,Tweets,Subjectivity,Polarity,country,region
231,"Leadership? We export what we don't have and import what we have. We export electricity and import Fuel. What is our problem.
All this is happening because we don't have the right people in government. 
Our leaders are not wise. The looters are not intelligent. A rat when ...3",0.7785714285714286,-0.15476190476190477,Nigeria,ex-British Colony
232,"IK Honestly you want make my family disown me, my uncle na the present chairman of our local government, my papa teach femi gbajabiamila for school, infact na my uncle because e get where we Dey see. Abeg na awa lokan I no want hear anything",0.3,0.19999999999999998,Nigeria,ex-British Colony
233," Tinubu was 69. In 2012,
In 2022 he is now officially 72, that's a miracle,. Tinubu is not a honest man, but atiku is worse in the sense that atiku's cronies are the catel of the cabals that has held our economy down and government ungovernable.",0.5962962962962963,-0.28518518518518515,Nigeria,ex-British Colony
234,That they could not even finish their Party Office and no tangible projects. Ohhh I remember again  since 1999 no government has ever equipped our military the way this same Buhari has done. So what are we now talking? Our Agricultural system is that what we want to talk?,0.1125,-0.05,Nigeria,ex-British Colony
235," What is the federal government producing to increase production. PMB government have tried to bring in more investors and reduced importation of rice,  some other items that can sourced locally even exportation of our farm produced need to granted  by government before export.",0.2916666666666667,0.125,Nigeria,ex-British Colony
236," 97% of Nigerian masses are dieing of hunger,united nation gave the masses grant to eradicate poverty and invest it in our various life's,Nigerian government has not disburse this grant up till now being 29th December,and election is next year!!!",0.25,0.0,Nigeria,ex-British Colony
237," 97% of Nigerian families are dieing of hunger,united nations can to eradicate poverty by giving us grants,Nigerian government has not disburse the grant meant for poor masses,UN come for our rescue..",0.6,-0.4,Nigeria,ex-British Colony
238," In our clime accountability is seen as witch-hunt and also strange, reason is why someone can be poor and after taking political appointment he'll become rich suddenly and all kinds of chieftaincy titles will be given to them even government will recognise them",0.42000000000000004,-0.015000000000000003,Nigeria,ex-British Colony
239,  They know all our 'government names'.,0.0,0.0,Nigeria,ex-British Colony
240,"CONCH2  Bro are you sure you stay in 9ja?  cus currently private hospitals are more equipped than our government hospitals. 
* Na only for 9ja person dey dey operation room and power will go off. 
*Only in our government hospitals u hear words like ""no cotton wool, manage d fabric""",0.7527777777777778,0.2,Nigeria,ex-British Colony
241,"        United Alliance for African Grant that is meant for poor masses in Nigeria has been hijacked by cabals in Nigerian government please come to our aid.
BATKSM2023",0.3,-0.2,Nigeria,ex-British Colony
242,"      I will never forget how you rescued this country from our corrupt leaders on floating of NigeriaAir. 

You don't just talk, you enlighten us more. 

No to bad government.

DeltaPDPRally 
ASUU 
",0.7222222222222222,-0.23333333333333328,Nigeria,ex-British Colony
243,"  We have to give out all our energy and everything we possess in this coming elections. We rather die making sure we elect Peter Obi, than dying under another nonsense government lead by PDAPC.",0.8944444444444444,0.65,Nigeria,ex-British Colony
244," This is what I experience at Eti-Osa local government secretariat Lagos,the INEC officials refused to give us our PVC https//t.co/r0SfaSzb8R",0.0,0.0,Nigeria,ex-British Colony
245, Please tell the INEC officials at Eti -Osa local government secretariat to give us our PVC,0.0,0.0,Nigeria,ex-British Colony
246, Our Government have no value for life.. If one die or any tragic happen e no concern them as far as its not their family,0.875,-0.325,Nigeria,ex-British Colony
247," Let me report this again,  Ibeju-lekki town like Magbon, Orimedu, AKODO and others are not having light for the past few years. But we leant that our local government secretariat is having light 🕯️.",0.35,0.07,Nigeria,ex-British Colony
248,"How can Nigerian government at all levels  get just 50% of our able body men off okada to Agricultural ventures?
How can they get 50% of young graduates to Agricultural ventures? https//t.co/41U0qCojMo",0.5125,0.3,Nigeria,ex-British Colony
249,"  Boss, our government has not been Faithful in the little they have. All Nigerians are asking for is the judicious use of their money. for example Lagos with the highest tax rate in Nigeria, are the amenities commensurate.",0.5,-0.1875,Nigeria,ex-British Colony
250, We’re loosing our citizens to other nations of the world because of bad government 🥲 see as them dey happy up and down. How many foreigners be citizen of Nigeria 😌,0.566111111111111,0.06388888888888893,Nigeria,ex-British Colony
251,"  I thought government is serve and comot. If you stay there for the rest of your life how will others get a chance to serve? 

Also, where were all these geniuses when APC ruined our economy and the country?",0.0,0.0,Nigeria,ex-British Colony
252,"  Whose fault? The farms are nowhere to go.Bandits are all over.Our tertiary institutions &amp; research institutes that should be well funded for agricultural productivity, they're underfunded.Nimet said there would be flood across Nigeria, what did the government do,nothing?",0.0,0.0,Nigeria,ex-British Colony
253, Please make your outreach down to eti osa local government area at lekki epe expressway.  officials is making it extremely difficult for us to get our pvc. They keep coming out to call exactly the same names as before. The crowd don dey vex.,0.3327777777777778,-0.0811111111111111,Nigeria,ex-British Colony
254,"33  For us , unfortunately the answer is yes. We have been living for far too long without consequences for our actions. A popular face on TV blamed Google maps and threatened to call the governor and people were backing him bcos he's against the government of the same Gov 🤡.",0.6849999999999999,0.029999999999999992,Nigeria,ex-British Colony
255, Why would our government believe there is SAPA....,0.0,0.0,Nigeria,ex-British Colony
256,"  All he does is to collect millions of dollars from the government in the name of turn around maintenance of our refineries, right from the time of the Abacha government,till today one cup we never refine,that man is a yahoo man.",0.5357142857142857,0.2857142857142857,Nigeria,ex-British Colony
257,Does each leader in all arms of government &amp; at all levels in Nigeria think they can live forever? All the wealth you have stolen &amp; the duniya will make no sense to you at appropriate time. You will be forgotten soon by your sons &amp; daughters you stole our resources for. Orun a da,0.5,0.3181818181818182,Nigeria,ex-British Colony
258,"on and support the government, the betterment of the people and our country is our priority not any political post. Iree oh",0.1,0.0,Nigeria,ex-British Colony
259,"  We need not an old wag, we have had enough of these people, he is part of the current government and the land is bleeding now and we can't stand another failure....if he ain't backing down peacefully, we would forcefully send him home come February with our votes. 👎👎👎",0.3777777777777778,0.03888888888888888,Nigeria,ex-British Colony
260," UN how can we Nigerian masses being slaves in our country,our right is being denied,97% of our various homes are dieing of hunger,UN gave a grant to stop poverty in our various homes,Nigerian government refused to disbursed the grant,today is 29th December!!!",0.5119047619047619,0.09523809523809523,Nigeria,ex-British Colony
261," 97% of Nigerian families ate poor,the grant united nation gave the masses to eradicate poverty the Nigerian government has not disburse the grant up till now 29th December 2022,Pls United Nation Come for our Rescue!!!0",0.0,0.0,Nigeria,ex-British Colony
262, Our mindset of compensation in any case like this should stop. because this is a serious issues  that government should take a serious about. all our mindset will be going after the compensation how many days now that the badly incident happened that will have been asked money https//t.co/0RwcRZ0fjO,0.625,-0.21666666666666662,Nigeria,ex-British Colony
263,@dinomelaye You'll never smell that government house again. People like you are our problems. Political jobbers with no side hustling.,0.1,0.0,Nigeria,ex-British Colony
264,I hope our government is aware of the coronavirus surge in China again.,0.25,0.25,Nigeria,ex-British Colony
265,"We call on all relevant international bodies to please come to our aid. The APC led government is trying to hijack the United Alliance for Africa Grant meant for the poor Nigerians. Please help us!
     ",0.5,-0.033333333333333326,Nigeria,ex-British Colony
266, That tells you that sometimes our people are the corrupt ones...cheating fellows and blaming Government.,1.0,-0.5,Nigeria,ex-British Colony
267,"PR Make this moneybsha no reach our government hand else it’s gone!

Well I teaching DEEPFAKE VIDEO CALL to use on any Social App to convince a client/whitehead. 
You need just your smartphone or laptop and it works perfectly on both + very affordable!

check my pinned tweet &amp; DM",0.45555555555555555,0.4277777777777778,Nigeria,ex-British Colony
268, Nigerian government please release our UAAG grant. The world is watching us.,0.0,0.0,Nigeria,ex-British Colony
269,     The police man shouldn’t go unpunished because this our government can’t be trusted.. simple English,0.17857142857142858,0.0,Nigeria,ex-British Colony
270," u changed the system of our government 4rm managing 2 worse, but nevadless. Killings everywhere,kidnappin is now a day 2 day job 2 some pple &amp; u made some pple understand dat education can neva b d key .Youths are fallen out flyn out, etc .Tnks anyway 4 mkn us understand hardshp",0.8,-0.2,Nigeria,ex-British Colony
271, PR Is funny how we blame our government on every bad situation in this country,0.8333333333333333,-0.22499999999999992,Nigeria,ex-British Colony
272," 97% of Nigerian families are dieing of poverty,united nation(UN)came to rescue our various homes by giving us grants,today is 29th December 2022,Nigerian government has not disburse the grants meant for the poor masses to eradicate poverty in our various homes,come for our rescue",0.5333333333333333,-0.13333333333333333,Nigeria,ex-British Colony
273,"We have to create a conducive environment for investment, for both foreign and local investors to come and invest in our country because government alone cannot drive the Economy forward.  
Atiku will RecoverNigeria with his NigeriaRecoveryPlan https//t.co/3rAaLWpG2q",0.0625,-0.0625,Nigeria,ex-British Colony
274,"  United nation (UN) 97% of Nigerian families are poor,united nation gave our masses grant to eradicate poverty and to invest in our various life's, today is 29th December Nigerian government has not disburse the grant meant for the poor masses!!!",0.55,-0.390625,Nigeria,ex-British Colony
275," UN come for our rescue in Nigeria,The grant united nation gave Nigerian masses to eradicate poverty in some of our homes,today is 29th December 2022,Nigerian government has not disburse the grant and next year is General Election...",0.25,0.02500000000000001,Nigeria,ex-British Colony
276, Nigerian spending dollars more than the owner of the currency 😔 we need to change ourselves before we can change our government,0.5,0.5,Nigeria,ex-British Colony
277," Which peace are you talking about Mr President???,Even today the grant united nation(UN) gave poor Nigerian masses to Eradicate poverty in our families,federal government has not disburse the grant cos the federal government cabals wanted to hijacked the money by all means!!!",0.6,-0.78125,Nigeria,ex-British Colony
278,  It's a good move. The issue is our revenue is too low to carry loads of government expenditure,0.45000000000000007,0.35,Nigeria,ex-British Colony
279," You as a governor what have you done to change the narrative?, we can blame buhari all we want but we still need to blame our governors, ministers and local government chairmen for the problems we are facing as a country.",0.0,0.0,Nigeria,ex-British Colony
280," Going through some comments and I just Dey laugh, our university education is heavily subsidized by government, yet they run their mouths, say and wish evil things on the country. I know they will find it difficult to understand your tweet, cos their heart is filled with hate ☹️",0.7333333333333334,-0.3,Nigeria,ex-British Colony
281, Please add a P2P option for Nigerians. Get a merchant in Nigeria whom we can transfer cash to in order for the merchant to fund our accounts for us. The Nigerian government has restricted making payment and chopping online via bank cards.,0.0,0.0,Nigeria,ex-British Colony
282,"  Diversification of the economy is ongoing and most of our dead factories are being raised, our refineries are getting back on and dangote Refinery which the government has a stake is a game changer for our local consumption. Importation of refined crude suck off most of our FX",0.39999999999999997,-0.042857142857142864,Nigeria,ex-British Colony
283," Our government will explain why they always need to increase and increase. All the while taking more loans and mortgaging the future of Nigeria and generations unborn. 

I blame us, the 30-50 band. People who should have been retired, we continue to recycle.",0.3125,0.25,Nigeria,ex-British Colony
284,‘WOMAN KING’ is a must see by all. It’s a story based on Oyo kingdom but was shot in South Africa because of the insecurity in Nigeria. What a loss to the Nigerian youth. Our government must wake up. Vote wisely guys.,0.9,0.7,Nigeria,ex-British Colony
285," UN how can we be slave to Nigerian government, UN gave we Nigerians grant,up till now Nigerian government has not disburse the grant,grant meant to uplift the masses are still with Nigerian government, UN come for our rescue...",0.0,0.0,Nigeria,ex-British Colony
286, At this point are we sure it’s not our government that is  requesting for the deportations???,0.8888888888888888,0.5,Nigeria,ex-British Colony
287,"My dad fueling his car at 270/liter today in Port Harcourt Dey vex me. Coupled with our Estate and it’s enviro never see light since March 2021 bcos of community and government feud 🥹. I wish I fit waybill Fuel from Lagos to Ph,",0.55,0.4,Nigeria,ex-British Colony
288,"  What has Biafra got to do with this ehhh
We should be looking for a way forward
Or do you like the way the country is be ruined by our so called government

Let's put aside all this petty grievances that has splitted us for so long",0.4,-0.05,Nigeria,ex-British Colony
289,"      What is this one saying?🤣🤣🤣 You are cool with Sheikh Gumi, but can't deal with Nyesom Enwo Wike. Stop smoking salt dude. It will ruin you. Gumi and his boys versus ESN/IPOB gang as faces of our government house! Aye ooo! No wonder your name is ""Suffer No Dey Do You"" I see!",0.65,0.68359375,Nigeria,ex-British Colony
290,Please tell Tinubu not to try to compromise our security institutions. The hatchet plan against Emefiele will not work. The new policies remain until there’s a change of government. https//t.co/lp1F339xYP,0.45454545454545453,0.13636363636363635,Nigeria,ex-British Colony
291,"Shout out to one of the best Film directors 
Thanks for letting us know We are the change and not the Government.
I'll act on your stage some day 🛐.
Also Shout-out to   &amp; our very own best Actors; 
@deyemi &amp; others
SeasonsGreetings https//t.co/MgPBLbhAw1",0.45,0.745,Nigeria,ex-British Colony
292,"  My brother is so disheartening to say the least. We as a people are in bondage created by our own hands because we dared to change a government to what we thought was better in 2015.

I didn't vote APC and never will but dis is d fault of every Nigerian because 2019still happened",0.6333333333333333,0.26666666666666666,Nigeria,ex-British Colony
293,"Year 2023 will be historical in our country, The when a structure less party will take aver the government by the person in H.R Peter Obi will be announce as the president of Federal Republic of Nigeria by the grace of God.",0.03333333333333333,-0.08333333333333333,Nigeria,ex-British Colony
294, This is very good if our government can adopt it.,0.7800000000000001,0.9099999999999999,Nigeria,ex-British Colony
295,"I had a very interesting experience purchasing something from a store today, and it made me realize that while there's something wrong with our government, there's also something very wrong with the people.",0.85,-0.16666666666666666,Nigeria,ex-British Colony
296, Philz Normal our leaders Dey kill us ( Lugard no fit Rest In Peace)… the level of corruption sef mad gan both government pelu Awon citizens oshi,0.6833333333333332,-0.225,Nigeria,ex-British Colony
297,"Osibanjo was an asset to the presidency but nepotism religion and deligation of duties bassed on sentiments and without supervision destroyed buhari's government.

2023 election will definitely capture our feelings for the APC.  We are waiting earnestly.

VOTE LP",0.5,0.0,Nigeria,ex-British Colony
298,"mr   You don't have a point, please ""complain about the treatment we get from our government""!",0.0,0.0,Nigeria,ex-British Colony
299," That's APC style of government, they usually make unnecessary noise over uncompleted projects to deceive the masses, little did they know that our mumu don do, we're wise now.  Obidients",0.6375,-0.03437500000000002,Nigeria,ex-British Colony
300," And United nation (UN) gave poor Nigerian masses grant but till now Nigerian government do not want to disburse the grant,97%of Nigerians are too poor,hunger is killing some families, you are our President,The grant united nations gave to the poor masses is not yet disbursed",0.6,-0.4,Nigeria,ex-British Colony
301,"Ekitipikin has made more people rich this year than our government.

Ekitipikin for president!
🥂🥂🙌🙌
",0.625,0.484375,Nigeria,ex-British Colony
302,"Lagos accommodates all and they prosper, but is always vilified by those it prospers. Failures of your state government pushed you to Lagos and made it over crowded. If you stay away, we won't have your noise and burden to deal with. Lagos needs us to contribute our quota. https//t.co/9s3S27Y3qO",0.0,0.0,Nigeria,ex-British Colony
303,@chuka It's our tangible performance metric system. People will prefer a government that builds road they can see to one that reduces inflation.,0.0,0.0,Nigeria,ex-British Colony
304, There will be no election in the east we will make sure we frustrate any plan to detect a president for us we have made our plan and we are ready to make the government ungovernable for any opposition that this present government will want expose on any illustrious man son,0.46296296296296297,0.2333333333333333,Nigeria,ex-British Colony
305," The regrets of late Michael Okpara (PER), to the effects that he advised Zik (NCNC) against aligning with Awo (AG) to form a government in 1959, should resonate in their minds at this junction in our history.",0.4,-0.2,Nigeria,ex-British Colony
306," You sabi music, sir. I love how the Americans hype their own. We do this, we'll push back on negativity without any government prompting.  Who needs decent living more than the people who live in our different cities?",0.5523809523809524,0.2718614718614719,Nigeria,ex-British Colony
307," And the grant united nation (UN)gave the poor and dieing Nigerian masses is not disbursed to them up till now,federal government of Nigerian wanted to hijacked the money meant for the poor and dieing Nigerian masses,we is our hope for Nigerian poor and dieing masses",0.6,-0.4000000000000001,Nigeria,ex-British Colony
308," That's why i said a lot needs to be improved on, we will keep talking and keeping our government on their toes. Some government secondary schools are still producing brilliant students though. But a lot needs to be done candidly.",0.7000000000000001,0.4000000000000001,Nigeria,ex-British Colony
309," The only solution to extrajudicial killings by police officers is , public executions of police officers, kill them publicly and if their families occupy any government property, evict them to serve as a deterrent, governance isn’t rocket science, our elders are slow",0.3833333333333333,-0.07500000000000001,Nigeria,ex-British Colony
310,Classiquem1   Our unreliable government allow all this.,0.0,0.0,Nigeria,ex-British Colony
311,"This is not about VAT alone, its about a government that looks out for and thinks of its people. I can not say confidently that is the case with our government. I will not apologise for the information i tweeted. https//t.co/MJtPAJzWjm",0.8333333333333334,0.5,Nigeria,ex-British Colony
312," United Nation Gave Nigerian Masses grant through united african alliance grant(uaag)But you are there as our president,Federal government cabals wanted to hijack grant meant for Poor and dieing Nigerian masses,many lives has gone cos of this grant,so many propertied has been sold",0.3666666666666667,0.033333333333333326,Nigeria,ex-British Colony
313, Nice 👍..... Unlike our own yeye government over here.,1.0,0.6,Nigeria,ex-British Colony
314," Yahoo? Never! One big win from NBA is ok.. may God keep blessing our dear punters… most especially . U valid bro. Tnks for providing job opportunities 😹 wetin all this foolish government no fit do, na u dey run am😹❤️",0.48333333333333334,0.26666666666666666,Nigeria,ex-British Colony
315,"   Health, Education and PMS is being subsidized, that's something sir. Even though we want our government to do more and improve on a lot of areas, we should also see a little positive in what they do.",0.5151515151515151,0.17992424242424243,Nigeria,ex-British Colony
316,  This is not about Google but about what the government does or is doing to help alleviate the hardship suffered by its people. Point me to any alleviation programme that is directly impacting on the people arising from our economic policies. Educate me Mr Sani Ahmed.,0.30000000000000004,0.15000000000000002,Nigeria,ex-British Colony
317,"In actual honesty,Lagos is very stressful.Imagine how the roads are free during this festive season. 

Fact; alot of people hav travelled to their states.
Meaning if our government should spread development around the shore of this country,Lagos would still be half bushes by nw.",0.34166666666666673,0.10833333333333336,Nigeria,ex-British Colony
318, @weyimi This man has always stand in the side of justice but sadly our present government has a way of painting their citizen bad so they can kill them. Shiites are peaceful and they’re  only asking for good governance like every Nigerians. A new Nigeria is POSSIBLE 🔥🔥,0.6526515151515151,-0.014204545454545428,Nigeria,ex-British Colony
319,  147 Our government are not telling us something,0.0,0.0,Nigeria,ex-British Colony
320,"   And it is shocking that this is not news in our various convention media. In a country where the only source for the ordinary man to know the truth and wicked clandestine move of the government against her citizen is SM, they want to stifle voices let these. Thank you David.",0.75,-0.3125,Nigeria,ex-British Colony
321,Plenty billionaires waiting for broke government to get things done. Most times I wonder why we prefer to lavish our money abroad and abandon where we call home.,0.5,0.5,Nigeria,ex-British Colony
322,"""I can't wear trouser as a member of NYSC because I'm a Christian""

""I must use hijab as a lawyer, because I'm a Muslim""

""I have to vote Tinubu cos he's yoruba""

And you still thinking our problem na Government?
Clowns!",0.0,0.0,Nigeria,ex-British Colony
323,After our leader  won zoo nigeria in there own court .   refused to tell nigeria government to release https//t.co/e6FV6Q19XX can see they are in support of terrorism in nigeria .so they can kill and sack indigenous people,1.0,0.6,Nigeria,ex-British Colony
324,"Looking at the current situation of things in our country, The solution is easy if the following  will be looked into

1. To be appointed in any governmental agency, 
You must not go for any medical abroad.

2. Any of your children below the age of 18  must be in government sch",0.33333333333333337,0.10833333333333334,Nigeria,ex-British Colony
325,  Our people will not drop their cars at home because driving our cars make movement easy for us and the government has to force people’s hands to drop their car with some sort of policy.,0.8333333333333334,0.43333333333333335,Nigeria,ex-British Colony
326, I totally agree with him and it's our terrible attitude that has been responsible for producing the kind of leaders that in government. We're audaciously terrible!,0.8399999999999999,-0.24000000000000005,Nigeria,ex-British Colony
327," These are interesting times for us as a people. The significance of next year's polls should not only be confined with the presidential outcome,, but with leadership in all areas. In our homes, mosques, churches, schools,communities and then government; leadership is critical.",0.575,0.125,Nigeria,ex-British Colony
328, The day when we are ready to make a country where everyone can be okay. It is simply demand and supply no need for us to make it look like a bad thing. A country is only interested in their growth..The question we should ask our government is what is their plan for our growth?,0.5873015873015873,0.041666666666666685,Nigeria,ex-British Colony
329,"He has been treating them in the language they understand but it seems some of them don't hear word🤦 

No government has equipped our armed forces more than this government e.g

He paid $500m for 12 super tucano jets they are currently using in the north as *barbecue machine 
1 https//t.co/Ur8WVFqgSl https//t.co/LHuAZRXQS0",0.5222222222222221,0.27777777777777773,Nigeria,ex-British Colony
330,THIS ILLEGALITY WILL .Alert ! Stop Searching For Drugs Or Medicine . Our Team Will Deliver Straight To You thanks ! https//t.co/3v1YBzZz8g,0.30000000000000004,0.225,Nigeria,ex-British Colony
331,"Watching the world cup and seeing how beautiful Qatar the host country is, should be enough reason to be angry. Go get your PVCs and vote this dark age people out of government.
Same oil producing county but our leaders are wasting our wealth for greed .
Lagos Doyin okupe",0.605,0.039999999999999994,Nigeria,ex-British Colony
332," Congratulations to a reliable Batified Soul. As a commissioned officer, I have no doubt in your ability to deliver your polling unit, ward and local government for our candidates.",0.0,0.0,Nigeria,ex-British Colony
333,Pattydearie's Blog Ukraine must meet Moscow's demands or our army will - Russian government threatens Ukraine with ultimatum... https//t.co/dpM4gCmJBG https//t.co/EhwJfMjsWL,0.0,0.0,Nigeria,ex-British Colony
334,"  a  There was a government for 16 years, roads were neglected, infrastructure was neglected, stole money meant to equip the military, all they did was share our common wealth. A new government changed the narrative and some of you are bitter because it does not suit your narrative.",0.3886363636363636,-0.09090909090909091,Nigeria,ex-British Colony
335,This course should equally be championed by government and corporations of every nations. This way we’ll bring out the best in our world  https//t.co/EbVHxJflYZ,0.275,0.5,Nigeria,ex-British Colony
336, My condolences. Our government didn't have time for that all there problem is how the 2023 election will be done,0.0,0.0,Nigeria,ex-British Colony
337," drip  You all will never learn.....fuck condolences
We dnt fucking want innocent people to be dying in the hands of our policemen. Is it too much to ask for Government to fix this issues. Anyways no be una fault...till ẹ touch person close to you...una no go understand.",0.5666666666666667,0.03333333333333335,Nigeria,ex-British Colony
338," I like this Government very well, they know how to do trade by Bater , they gave us Bridge and take away food from our Table. Senseless Government of APC.",0.3,0.2,Nigeria,ex-British Colony
339," Even if we do, our government within the AU would still not have done what the EU has done. Most of the raw materials used in the manufacture of most electronic and phone gadgets are sourced from Africa. How many AU govt  have asked these companies to sight factories in Africa?",0.4903846153846154,0.3173076923076923,Nigeria,ex-British Colony
340,"  Chulo king  will never join government in Nigeria is because Nigerians are ungrateful people. Even if you die for them, it's why all our leaders too are wicked, because they know we are a wicked people too",0.0,0.0,Nigeria,ex-British Colony
341,"In Nigeria, the cruel unspeakable truth is this We battled and we cursed and we spilled each other’s blood, we relished our taste of hell and strangled heaven’s love. I really look forward to a government with a human face.Which is why i fervently and zealously support Peter Obi",0.45500000000000007,-0.08499999999999999,Nigeria,ex-British Colony
342,- ; one of our portfolio companies signed a partnership pact with the Ekiti State Government towards enhancing effective and efficient response to health emergencies across the 16 Local governments of the state.,0.4,0.3,Nigeria,ex-British Colony
343,"- Signed another substantive MOU with the government of the sovereign African country. 
- Made our first clean energy investment in a liquefied natural gas project.",0.3583333333333334,0.17916666666666667,Nigeria,ex-British Colony
344, Dokun The metal and energy commodities is not controlled by our government but rather the market and the big players involved. Other commodities traded mostly locally or imported which is mostly agriculture commodities can be influenced by the government.,0.24375,0.09375,Nigeria,ex-British Colony
345,"Most of this people in our legislative arms of government can put just half of what honourable Speaker Gbajabiamila is doing is his constituency the whole nation will be better for it, their are other highly responsible ones too,but few",0.37023809523809526,0.12976190476190477,Nigeria,ex-British Colony
346,Ukraine must meet Moscow's demands or our army will - Russian government threatens Ukraine with ultimatum https//t.co/bG4ZNifFV2 https//t.co/n0uH3xq27y,0.0,0.0,Nigeria,ex-British Colony
347,"Endsars matter is still enough reason why we should kick out this government controlled by Animals cos it still hurts each time I remember Endsars saga, they care less about our lives any youth voting for this government must be ........",0.2833333333333333,-0.08333333333333333,Nigeria,ex-British Colony
348, Being prudent is different from being stingy… A stingy man wont spend millions of Naira buying laptops for student.. At this stage of our life in Nigeria we need a very prudent person like PETER OBI to cut down all our excess Government spending,0.3962962962962963,0.014814814814814808,Nigeria,ex-British Colony
349," Omoooo😶‍🌫️...Those guys🛺🏍🚍 dey try no b small...and Government are getting more than enough levies from them, good enough to @ least make the roads accessible and palatable, I pray We don't suffer till we get to our Canaanland 🏞...Mansha Allah 🙏🏼",0.4791666666666667,0.2125,Nigeria,ex-British Colony
350,Muhammadu Buhari is the worst we’ve ever had. You can’t tell me nothing. His government came to kill this country. Government and military top brass stealing our crude recklessly. We’re indebted more than we’ve ever been in history. Some ignorant people are claiming he did well.,0.62,-0.16,Nigeria,ex-British Colony
351," I thought you guys said Nigerians were your problems. 
We all remember how Nigeria government lead by our then president Obasanjo stood with you guys to fight for freedom, we know Nigeria was of help  and we also remember how you people pay Nigerians back.",0.0,0.0,Nigeria,ex-British Colony
352," TO THE UNITED NATIONS.

TO WHOM IT MAY CONCERN

The UAAG grant donated to Nigeria for humanitarian projects and poverty alleviation has been completely circumvented by the Federal Government at the expense of the poor masses.

PLEASE QUICKLY COME TO OUR AID!",0.5,0.03888888888888886,Nigeria,ex-British Colony
353,"
TO THE UNITED NATIONS.

TO WHOM IT MAY CONCERN

The UAAG grant donated to Nigeria for humanitarian projects and poverty alleviation has been completely circumvented by the Federal Government at the expense of the poor masses.

PLEASE QUICKLY COME TO OUR AID!",0.5,0.03888888888888886,Nigeria,ex-British Colony
354," TO THE UNITED NATIONS.

TO WHOM IT MAY CONCERN

The UAAG grant donated to Nigeria for humanitarian projects and poverty alleviation has been completely circumvented by the Federal Government at the expense of the poor masses.

PLEASE QUICKLY COME TO OUR AID!",0.5,0.03888888888888886,Nigeria,ex-British Colony
355,   It’s not about government I’m a black man and we respect elders that’s where I’m coming from… a fully African man won’t hurt and elderly person it’s never in our bloodline,0.21666666666666667,-0.08333333333333333,Nigeria,ex-British Colony
356," Dave The solution lies in our hands as citizens, we should stop extorting each other, and also subsequently government should increase the number of rice mills in the country and put regulate the price of things",0.2125,-0.0625,Nigeria,ex-British Colony
357, This is terrible and the government should do something quickly to avert this time bomb on our youth,0.75,-0.33333333333333337,Nigeria,ex-British Colony
358," I have never seen a government that can be this shady, evil and murderous. They want to take our ancestral land and give it to these Fulani herdsmen. Thunder will pieces all of you.😡",0.8125,-0.625,Nigeria,ex-British Colony
359,"  Thank so much sir
That guy his attacking cuppy, let him ask the government what are they doing to our funds,since him Don judge",0.2,0.2,Nigeria,ex-British Colony
360,"I have never seen a government that can be this shady, evil and murderous. They want to take our ancestral land and give it to these Fulani herdsmen. Thunder will pieces all of you.😡 https//t.co/FbGFnNyRDk",0.8125,-0.625,Nigeria,ex-British Colony
361,"We can not afford to continue like this in a country that has refused to do things right. Our institutions have refused to be functional, far from what they should be. I use this opportunity to call on The Lagos State Government, The Nigeria Police Force.",0.7678571428571428,0.19285714285714284,Nigeria,ex-British Colony
362,"Lawyer Bolanle Raheem and her husband have built an emerging successful real estate firm""Citi Buildings"" which has created employment opportunities for our young people, help reduce the housing deficit, created wealth for investors, and generate revenue for our government.",0.5125,0.2125,Nigeria,ex-British Colony
363,"  The APC government brought ICHABOD (Meaning the Glory of God has departed) into Nigeria.
No wonder Buhari confessed "" I tried my best both my best was not good enough"".
We need the LP to bring back the glory of God to our dear nation come 2023.
Vote for LP!",0.34,0.32999999999999996,Nigeria,ex-British Colony
364,"   In our eye in the open a tollgate controlled by Tinubu, the light was switched off, the CCTV cameras was removed 6 hrs before a government mass murder on 20/20/2020 in the center of Lagos. It was captured life on IG.  We will never forget the role of Tinubu and people like you.",0.43333333333333335,0.10000000000000002,Nigeria,ex-British Colony
365," The APC government brought ICHABOD (Meaning the Glory of God has departed) into Nigeria.
No wonder Buhari confessed "" I tried my best both my best was not good enough"".
We need the LP to bring back the glory of God to our dear nation come 2023.
Vote for LP!",0.34,0.32999999999999996,Nigeria,ex-British Colony
366,"@dinomelaye The APC government brought ICHABOD (Meaning the Glory of God has departed) into Nigeria.
No wonder Buhari confessed "" I tried my best both my best was not good enough"".
We need the LP to bring back the glory of God to our dear nation come 2023.
Vote for LP!",0.34,0.32999999999999996,Nigeria,ex-British Colony
367," The APC government brought ICHABOD (Meaning the Glory of God has departed) into Nigeria.
No wonder Buhari confessed "" I tried my best both my best was not good enough"".
We need the LP to bring back the glory of God to our dear nation come 2023.
Vote for LP!",0.34,0.32999999999999996,Nigeria,ex-British Colony
368," The APC government brought ICHABOD (Meaning the Glory of God has departed) into Nigeria.
No wonder Buhari confessed "" I tried my best both my best was not good enough"".
We need the LP to bring back the glory of God to our dear nation come 2023.
Vote for LP!",0.34,0.32999999999999996,Nigeria,ex-British Colony
369,"  The APC government brought ICHABOD (Meaning the Glory of God has departed) into Nigeria.
No wonder Buhari confessed "" I tried my best both my best was not good enough"".
We need the LP to bring back the glory of God to our dear nation come 2023.
Vote for LP!",0.34,0.32999999999999996,Nigeria,ex-British Colony
